,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,marital_new
766,32,13,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,2
767,55,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
768,29,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,2
769,31,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
770,34,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
771,25,2,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0
772,35,1,4,3,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0,0,0,1,1
773,49,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
774,35,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
775,36,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,0,0,1
776,29,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,2
777,30,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,2
778,24,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
779,47,4,999,0,-2.9,92.963,-40.8,1.281,5076.2,1,0,1,0,2
780,32,4,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
781,34,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,2
782,34,4,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,2
783,39,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
784,47,6,999,2,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,1
785,32,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,1
786,29,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
787,57,5,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
788,49,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
789,42,10,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
790,29,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,2
791,34,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
792,51,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,0
793,47,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,0
794,53,5,999,2,-1.8,93.369,-34.8,0.6459999999999999,5008.7,0,1,0,0,1
795,28,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
796,27,1,999,1,-1.1,94.601,-49.5,1.043,4963.6,1,1,0,0,2
797,23,1,999,2,-1.7,94.215,-40.3,0.8809999999999999,4991.6,0,1,0,0,2
798,30,1,999,1,-1.7,94.027,-38.3,0.904,4991.6,0,1,0,0,2
799,42,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,1
800,38,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,2
801,29,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
802,44,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
803,59,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,1
804,45,3,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,2
805,51,1,999,0,1.4,94.465,-41.8,4.955,5228.1,0,0,1,0,1
806,28,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
807,29,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
808,28,2,999,1,-1.8,93.075,-47.1,1.483,5099.1,0,1,0,0,2
809,29,2,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,2
810,40,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,2
811,43,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,1
812,54,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
813,42,5,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,1,0,1
814,55,1,999,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,1,0,0,1
815,49,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,2
816,52,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
817,32,8,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
818,23,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,2
819,34,7,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
820,36,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
821,54,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,2
822,39,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
823,50,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,0,0,1,0,0
824,30,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,1,0,2
825,27,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
826,32,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
827,54,4,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,1
828,40,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
829,50,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,1
830,35,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,2
831,26,1,999,1,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0,1,0,0,2
832,45,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,2
833,28,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
834,28,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
835,50,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
836,31,12,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
837,34,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,2
838,56,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
839,29,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
840,58,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
841,46,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
842,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
843,34,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,1
844,39,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,2
845,40,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,1
846,40,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
847,54,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
848,25,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,2
849,40,3,999,0,-3.4,92.37899999999999,-29.8,0.773,5017.5,0,0,1,0,1
850,49,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
851,41,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,0,1,0,0,1
852,32,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
853,44,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0
854,41,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,1
855,30,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,2
856,27,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,2
857,41,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
858,36,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
859,54,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
860,30,1,999,1,-1.8,93.876,-40.0,0.6679999999999999,5008.7,0,1,0,0,2
861,25,1,999,1,-2.9,92.20100000000001,-31.4,0.825,5076.2,0,1,0,0,2
862,42,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
863,36,2,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,0
864,45,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
865,38,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
866,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
867,34,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
868,44,3,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,1
869,37,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,2
870,39,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0,2
871,57,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
872,34,4,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
873,25,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
874,52,2,999,1,-1.8,93.075,-47.1,1.435,5099.1,0,1,0,0,1
875,23,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,2
876,57,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
877,50,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,1
878,46,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
879,43,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,2
880,38,2,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0
881,53,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
883,28,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
884,25,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,2
885,56,5,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
886,56,19,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
887,33,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
888,31,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,2
889,48,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,1,0,1,0,0
890,45,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
891,24,1,999,0,-3.4,92.431,-26.9,0.72,5017.5,0,0,1,0,1
892,33,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,1
893,38,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
894,48,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,1
895,28,5,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,1
896,50,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
897,29,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
898,38,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
899,18,1,999,0,-1.7,94.027,-38.3,0.9,4991.6,0,0,1,0,2
900,31,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,1
901,34,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
902,38,9,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
903,57,5,12,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,0,1,2
904,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
905,77,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,0,0,1,0,0
906,29,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,2
907,46,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
908,21,2,999,0,-1.7,94.055,-39.8,0.767,4991.6,1,0,1,0,2
909,43,1,999,0,-2.9,92.20100000000001,-31.4,0.861,5076.2,0,0,1,0,1
910,43,2,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
911,31,2,12,3,-1.1,94.601,-49.5,0.982,4963.6,0,1,0,0,1
912,39,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
913,44,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
914,32,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,2
915,43,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,2
916,48,1,999,0,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0,0,1,0,1
917,28,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,2
918,36,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
919,52,5,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,0
920,34,3,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,2
921,37,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
922,25,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,2
923,48,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,0
924,36,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
925,27,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
926,34,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
927,42,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
928,37,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
929,41,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,1
930,51,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
931,27,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
932,35,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,2
933,31,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
934,31,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,0,0,1,0,2
935,31,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
936,64,4,999,0,-1.7,94.027,-38.3,0.905,4991.6,1,0,1,0,1
937,33,6,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,1
938,41,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
939,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
940,41,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
941,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
942,59,8,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
943,56,3,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,1
944,59,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
945,32,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,2
946,40,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
947,38,1,3,3,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,1,1
948,34,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
949,41,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,1
950,33,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,2
951,31,2,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,2
952,29,4,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,0
953,38,5,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,2
954,24,1,999,0,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,1,0,1,0,2
955,34,11,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,2
956,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
957,32,1,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,0,0,1
958,49,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
959,36,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
960,46,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
961,47,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
962,37,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
963,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,1
964,36,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
965,30,2,15,4,-1.1,94.199,-37.5,0.879,4963.6,1,1,0,0,2
966,32,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,1
967,54,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,1
968,51,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,1
969,28,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
970,54,1,999,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,1,1,0,0,1
971,31,13,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
972,57,1,999,1,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0,1,0,0,1
973,49,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,0,1,0,1
974,45,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
975,33,8,999,0,-1.8,93.075,-47.1,1.423,5099.1,0,0,1,0,1
976,53,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,1
977,26,2,999,0,-1.8,92.84299999999999,-50.0,1.811,5099.1,1,0,1,0,2
978,31,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
979,32,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
980,29,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
981,31,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,2
982,29,4,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,2
983,49,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
984,26,7,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,2
985,43,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
986,56,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
987,29,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,2
988,31,5,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,1
989,50,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
990,37,6,999,0,1.4,93.91799999999999,-42.7,4.955,5228.1,0,0,1,0,1
991,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
992,30,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,1
993,25,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
994,35,1,3,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,2
995,37,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,1
996,30,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
997,33,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,1
998,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
999,46,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1000,51,2,999,1,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,0,1
1001,33,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,1,0,2
1002,26,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
1003,40,6,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
1004,25,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,1,0,2
1005,38,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,1
1006,54,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,1,0,1,0,2
1007,50,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
1008,36,6,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,1,0,1
1009,43,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,2
1010,57,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
1011,38,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,1
1012,27,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,2
1013,35,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
1014,28,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,2
1015,57,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
1016,40,5,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
1017,43,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
1018,34,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0
1019,67,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,0,0,1,0,1
1020,48,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
1021,35,4,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,2
1022,27,1,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,0,1,2
1023,25,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
1024,42,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
1025,47,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1026,49,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,1
1027,36,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,0,1,0,2
1028,35,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
1029,29,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,1
1030,45,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
1031,53,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
1032,41,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
1033,50,17,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
1034,31,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
1035,46,3,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,1
1036,36,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
1037,43,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,2
1038,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1039,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,1
1040,21,2,999,0,-1.8,93.075,-47.1,1.435,5099.1,0,0,1,0,2
1041,56,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,1
1042,54,3,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,1
1043,44,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
1044,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
1045,50,2,999,1,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,1,1,0,0,1
1046,48,1,0,3,-1.7,94.027,-38.3,0.9,4991.6,1,0,0,1,1
1047,26,2,999,0,-2.9,92.963,-40.8,1.244,5076.2,0,0,1,0,2
1048,37,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,2
1050,50,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1051,47,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
1052,41,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,2
1053,32,17,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
1054,38,2,999,0,-2.9,92.963,-40.8,1.224,5076.2,0,0,1,0,1
1055,48,1,999,1,-1.7,94.215,-40.3,0.8759999999999999,4991.6,0,1,0,0,1
1056,46,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1057,48,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1058,38,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1059,38,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
1060,55,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
1061,27,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
1062,28,3,999,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,1,0,0,1
1063,29,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
1064,47,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
1065,34,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,2
1066,51,2,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,0
1067,40,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,0
1068,38,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
1069,42,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
1070,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
1071,36,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1072,33,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,2
1073,47,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
1074,33,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,1,0,1,0,1
1075,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
1076,54,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
1077,47,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
