,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,job_new
846,40,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,0
847,54,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
848,25,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,0
849,40,3,999,0,-3.4,92.37899999999999,-29.8,0.773,5017.5,0,0,1,0,10
850,49,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
851,41,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,0,1,0,0,0
852,32,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
853,44,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0
854,41,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,0
855,30,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,9
856,27,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,1
857,41,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
858,36,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
859,54,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,2
860,30,1,999,1,-1.8,93.876,-40.0,0.6679999999999999,5008.7,0,1,0,0,1
861,25,1,999,1,-2.9,92.20100000000001,-31.4,0.825,5076.2,0,1,0,0,8
862,42,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,4
863,36,2,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,7
864,45,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
865,38,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,9
866,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
867,34,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
868,44,3,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,0
869,37,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,7
870,39,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0,1
871,57,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
872,34,4,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,9
873,25,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0
874,52,2,999,1,-1.8,93.075,-47.1,1.435,5099.1,0,1,0,0,0
875,23,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,9
876,57,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
877,50,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0
878,46,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,9
879,43,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
880,38,2,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,4
881,53,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
882,35,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,6
883,28,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,7
884,25,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
885,56,5,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,7
886,56,19,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,9
887,33,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,7
888,31,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,3
889,48,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,1,0,1,0,0
890,45,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,6
891,24,1,999,0,-3.4,92.431,-26.9,0.72,5017.5,0,0,1,0,1
892,33,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,1
893,38,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
894,48,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,3
895,28,5,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,2
896,50,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,6
897,29,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0
898,38,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
899,18,1,999,0,-1.7,94.027,-38.3,0.9,4991.6,0,0,1,0,8
900,31,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,10
901,34,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
902,38,9,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
903,57,5,12,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,0,1,0
904,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,9
905,77,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,0,0,1,0,5
906,29,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
907,46,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,4
908,21,2,999,0,-1.7,94.055,-39.8,0.767,4991.6,1,0,1,0,8
909,43,1,999,0,-2.9,92.20100000000001,-31.4,0.861,5076.2,0,0,1,0,4
910,43,2,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
911,31,2,12,3,-1.1,94.601,-49.5,0.982,4963.6,0,1,0,0,9
912,39,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,8
913,44,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,9
914,32,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,7
915,43,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,6
916,48,1,999,0,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0,0,1,0,7
917,28,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
918,36,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
919,52,5,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,6
920,34,3,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,7
921,37,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
922,25,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,0
923,48,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,9
924,36,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
925,27,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
926,34,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
927,42,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,7
928,37,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
929,41,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,1
930,51,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
931,27,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,0
932,35,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,0
933,31,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,7
934,31,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,0,0,1,0,1
935,31,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
937,33,6,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,4
938,41,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
939,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
940,41,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
941,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
942,59,8,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,5
943,56,3,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,4
944,59,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,5
945,32,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0
946,40,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
947,38,1,3,3,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,1,0
948,34,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
950,33,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
951,31,2,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,9
952,29,4,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
953,38,5,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0
954,24,1,999,0,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,1,0,1,0,0
955,34,11,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
956,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,0
957,32,1,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,0,0,1
958,49,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
959,36,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,9
960,46,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
961,47,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,7
962,37,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,7
963,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,7
964,36,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,9
965,30,2,15,4,-1.1,94.199,-37.5,0.879,4963.6,1,1,0,0,9
966,32,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,2
967,54,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,4
968,51,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,1
969,28,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,9
970,54,1,999,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,1,1,0,0,4
971,31,13,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
972,57,1,999,1,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0,1,0,0,0
973,49,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,0,1,0,10
974,45,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
975,33,8,999,0,-1.8,93.075,-47.1,1.423,5099.1,0,0,1,0,4
976,53,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,7
977,26,2,999,0,-1.8,92.84299999999999,-50.0,1.811,5099.1,1,0,1,0,8
978,31,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,9
979,32,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
980,29,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,9
981,31,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,9
982,29,4,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,8
983,49,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
984,26,7,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,0
985,43,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
986,56,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,5
987,29,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,0
988,31,5,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,9
989,50,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
990,37,6,999,0,1.4,93.91799999999999,-42.7,4.955,5228.1,0,0,1,0,9
991,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
992,30,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,7
993,25,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
994,35,1,3,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,6
995,37,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,2
996,30,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,2
997,33,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,1
998,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
999,46,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,7
1000,51,2,999,1,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,0,10
1001,33,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,1,0,9
1002,26,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,2
1003,40,6,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
1004,25,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,1,0,1
1005,38,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,1,0,4
1006,54,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,1,0,1,0,0
1007,50,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
1008,36,6,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,1,0,4
1009,43,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
1010,57,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,4
1011,38,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,1
1012,27,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
1013,35,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,4
1014,28,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,9
1015,57,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,0
1016,40,5,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
1017,43,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
1018,34,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,9
1019,67,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,0,0,1,0,5
1020,48,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
1021,35,4,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,0
1022,27,1,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,0,1,0
1023,25,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
1024,42,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,9
1025,47,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1026,49,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,2
1027,36,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,0,1,0,0
1028,35,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,9
1029,29,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,1
1030,45,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,9
1031,53,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
1032,41,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
1033,50,17,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,4
1034,31,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,4
1035,46,3,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,7
1036,36,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
1037,43,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,1
1038,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,2
1039,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,7
1040,21,2,999,0,-1.8,93.075,-47.1,1.435,5099.1,0,0,1,0,7
1041,56,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,7
1042,54,3,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,4
1043,44,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,7
1044,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,10
1045,50,2,999,1,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,1,1,0,0,0
1046,48,1,0,3,-1.7,94.027,-38.3,0.9,4991.6,1,0,0,1,0
1047,26,2,999,0,-2.9,92.963,-40.8,1.244,5076.2,0,0,1,0,6
1048,37,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,7
1049,37,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,0,0,1,0,10
1050,50,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,7
1051,47,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
1052,41,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,1
1053,32,17,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
1054,38,2,999,0,-2.9,92.963,-40.8,1.224,5076.2,0,0,1,0,7
1055,48,1,999,1,-1.7,94.215,-40.3,0.8759999999999999,4991.6,0,1,0,0,9
1056,46,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1057,48,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,6
1059,38,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
1060,55,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,5
1061,27,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1062,28,3,999,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,1,0,0,7
1063,29,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
1064,47,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,7
1065,34,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,8
1066,51,2,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,7
1067,40,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,0
1068,38,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0
1069,42,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
1070,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,10
1071,36,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,7
1072,33,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0
1073,47,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,4
1074,33,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,1,0,1,0,0
1075,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,7
1076,54,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
1077,47,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,0
1078,32,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,9
1079,32,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
1080,38,1,999,2,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,6
1081,38,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,9
1083,53,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
1084,26,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,10
1085,27,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1086,38,1,999,0,-2.9,92.963,-40.8,1.099,5076.2,0,0,1,0,0
1087,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0,7
1088,39,1,3,1,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,1,0,0,1,6
1089,48,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
1090,32,6,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
1091,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1092,51,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
1093,35,5,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,0
1094,60,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
1095,28,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
1096,52,1,10,4,-2.9,92.20100000000001,-31.4,0.883,5076.2,1,1,0,0,4
1097,35,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
1098,27,1,3,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,1,0
1099,34,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,9
1100,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
1101,28,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
1102,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1103,49,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,1
1104,55,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,0
1105,50,1,999,1,-3.0,92.713,-33.0,0.7170000000000001,5023.5,1,1,0,0,9
1106,37,4,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,0
1107,35,3,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,1
1109,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,2
1110,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,5
1111,35,4,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,9
1112,26,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,0
1113,47,4,999,1,-1.8,93.075,-47.1,1.423,5099.1,0,1,0,0,1
1114,29,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,1
1115,37,1,2,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,1,2
1116,32,11,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,9
1117,46,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,7
1118,36,5,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,7
1119,35,4,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,1,0,0
1120,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,6
1121,29,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,0,0
1122,46,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,3
1123,85,2,999,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,0,0,1,0,3
1124,29,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,9
1125,31,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,4
1126,34,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
1127,29,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,9
1128,46,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
1129,29,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,1,0,1
1130,54,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
1131,26,5,999,0,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,0,0,1,0,4
1132,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,0
1133,57,5,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,4
1134,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,9
1135,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,7
1136,32,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
1137,59,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,5
1138,29,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,1
1139,37,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
1140,40,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
1141,55,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,0
1142,33,3,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,3
1143,36,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
1144,59,4,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,0
1145,34,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
1146,30,2,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,6
1147,29,7,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
1148,34,2,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,1
1149,47,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
1150,41,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,0,1,0,2
1151,30,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,0
1152,33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
1153,33,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,10
1154,33,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,7
1155,59,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,5
1156,29,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,7
1157,36,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
1158,41,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
