age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,management,single,university.degree,0,1,0,0,nov,mon,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,0
27,admin.,married,professional.course,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
57,management,married,basic.4y,0,1,0,0,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
32,technician,single,university.degree,0,1,0,0,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35,services,married,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,blue-collar,single,high.school,0,1,0,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
59,retired,married,basic.9y,0,0,0,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,blue-collar,married,basic.9y,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
37,admin.,married,high.school,0,0,1,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
40,admin.,married,high.school,0,0,0,1,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
55,admin.,married,professional.course,0,1,1,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,housemaid,single,university.degree,0,1,0,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
36,admin.,single,high.school,0,0,0,0,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
59,admin.,married,high.school,0,0,0,1,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
34,blue-collar,single,basic.9y,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,self-employed,married,professional.course,0,0,0,0,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
29,admin.,married,high.school,0,0,0,0,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
34,blue-collar,single,basic.9y,0,0,0,0,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
47,blue-collar,single,basic.4y,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,entrepreneur,married,basic.4y,0,1,0,1,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
30,admin.,single,university.degree,0,1,0,0,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
33,admin.,married,high.school,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,unemployed,single,university.degree,0,0,0,0,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33,services,married,high.school,0,1,0,0,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
59,retired,married,basic.4y,0,1,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,services,married,basic.9y,0,1,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,admin.,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,admin.,single,university.degree,0,1,0,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
55,technician,married,basic.9y,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
39,entrepreneur,married,professional.course,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
48,services,married,basic.6y,0,0,0,0,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
56,admin.,married,university.degree,0,1,0,0,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
63,technician,married,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0
50,self-employed,married,basic.9y,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
42,blue-collar,married,basic.6y,0,1,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,unemployed,married,university.degree,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
32,admin.,married,university.degree,0,1,1,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
28,blue-collar,single,basic.9y,0,0,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
26,blue-collar,married,professional.course,0,1,0,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
24,admin.,single,high.school,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
38,blue-collar,divorced,university.degree,0,0,0,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
30,services,married,high.school,0,1,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
29,blue-collar,single,basic.4y,0,1,0,0,may,fri,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
56,management,married,university.degree,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,blue-collar,single,basic.9y,0,1,1,1,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,1
33,admin.,married,high.school,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47,services,married,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
50,housemaid,married,basic.4y,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,services,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
54,entrepreneur,divorced,university.degree,0,0,1,0,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
32,blue-collar,married,basic.9y,0,1,0,1,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
38,admin.,single,university.degree,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,management,single,high.school,0,1,1,0,nov,wed,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,0
34,blue-collar,married,basic.9y,0,0,0,0,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
55,admin.,married,university.degree,0,1,1,0,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,self-employed,married,university.degree,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
43,technician,married,professional.course,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
59,unemployed,married,basic.4y,0,1,0,0,jul,thu,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
53,technician,married,university.degree,0,1,0,0,apr,thu,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,1
56,unemployed,married,professional.course,0,0,0,0,sep,fri,1,999,2,failure,-3.4,92.379,-29.8,0.762,5017.5,0
32,entrepreneur,married,basic.9y,0,1,0,1,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,blue-collar,married,basic.9y,0,1,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
42,blue-collar,married,basic.9y,0,0,0,1,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,admin.,married,university.degree,0,1,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,services,married,high.school,0,0,0,0,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
56,technician,married,university.degree,0,0,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
31,entrepreneur,divorced,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,management,married,high.school,0,1,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
33,blue-collar,married,basic.4y,0,1,0,1,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
23,housemaid,single,basic.4y,0,0,1,0,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
26,services,single,high.school,0,1,1,1,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
55,management,married,university.degree,0,0,0,0,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
47,services,divorced,basic.4y,0,1,0,1,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
36,blue-collar,married,professional.course,0,1,0,1,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,blue-collar,married,basic.6y,0,1,1,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
60,retired,married,basic.4y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,entrepreneur,married,university.degree,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
35,admin.,married,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
47,admin.,divorced,high.school,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,blue-collar,single,basic.9y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,blue-collar,single,basic.9y,0,0,1,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
36,admin.,single,high.school,0,0,0,0,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
46,services,divorced,high.school,0,0,0,0,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
30,entrepreneur,divorced,basic.6y,0,0,1,0,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
88,retired,divorced,basic.4y,0,1,1,0,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
45,services,divorced,high.school,0,0,0,1,may,mon,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,admin.,married,university.degree,0,1,1,0,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
43,technician,single,basic.9y,0,1,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
48,retired,married,basic.4y,0,1,1,1,jul,mon,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,unemployed,divorced,university.degree,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,technician,single,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,technician,single,university.degree,0,1,1,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,housemaid,divorced,basic.4y,0,1,0,1,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35,technician,married,high.school,0,1,0,0,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,services,single,high.school,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
49,unemployed,married,high.school,0,1,0,1,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
30,admin.,married,university.degree,0,1,0,0,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
39,admin.,married,university.degree,0,0,0,1,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,technician,single,university.degree,0,1,0,1,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
59,admin.,divorced,high.school,0,0,1,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
38,technician,married,high.school,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,technician,married,professional.course,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
28,admin.,married,high.school,0,1,0,0,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
39,technician,married,high.school,0,1,0,0,may,tue,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,0
37,blue-collar,married,basic.6y,0,1,0,0,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0
51,services,married,basic.9y,0,1,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
31,blue-collar,married,basic.4y,0,0,1,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
59,technician,divorced,basic.9y,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
46,admin.,divorced,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,blue-collar,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
28,management,single,university.degree,0,0,0,1,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
31,admin.,married,university.degree,0,1,0,1,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
26,services,single,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,blue-collar,single,basic.9y,0,1,0,0,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,entrepreneur,married,university.degree,0,1,0,0,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
41,unemployed,married,basic.9y,0,1,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
50,self-employed,married,professional.course,0,0,0,0,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
32,blue-collar,single,high.school,0,0,1,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
56,self-employed,married,university.degree,0,0,0,0,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,admin.,married,high.school,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
38,technician,married,professional.course,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,admin.,single,university.degree,0,0,0,1,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
45,blue-collar,married,basic.6y,0,1,0,1,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
52,retired,married,basic.4y,0,1,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
55,technician,married,university.degree,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,self-employed,single,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
71,retired,married,basic.4y,0,1,1,0,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0
22,services,single,basic.4y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
30,admin.,single,university.degree,0,0,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,1
78,retired,married,high.school,0,1,0,0,may,mon,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,0
30,admin.,divorced,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
51,blue-collar,married,basic.6y,0,1,0,0,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
35,management,divorced,university.degree,0,1,0,0,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,student,single,university.degree,0,1,0,0,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
34,services,married,high.school,0,0,0,1,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
49,management,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
50,blue-collar,divorced,basic.4y,0,0,0,0,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
51,entrepreneur,married,university.degree,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
57,retired,married,university.degree,0,1,0,0,aug,wed,1,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,0
33,admin.,divorced,university.degree,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
35,admin.,married,university.degree,0,0,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,admin.,single,high.school,0,0,0,0,jul,thu,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,1
39,admin.,single,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,services,married,high.school,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
20,student,single,high.school,0,0,0,0,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0
55,blue-collar,married,professional.course,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,student,single,professional.course,0,0,0,1,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,0
33,admin.,married,high.school,0,0,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
24,blue-collar,married,basic.9y,0,1,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
39,management,married,university.degree,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
55,blue-collar,married,basic.9y,0,1,1,0,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,admin.,married,basic.9y,0,0,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
55,retired,divorced,basic.4y,0,0,0,0,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
42,self-employed,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
50,self-employed,divorced,university.degree,0,0,0,0,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
39,management,married,university.degree,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
40,services,single,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
51,services,single,high.school,0,0,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
59,retired,married,university.degree,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,technician,married,high.school,0,0,0,0,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,management,married,university.degree,0,1,0,0,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,technician,divorced,professional.course,0,1,1,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
26,admin.,single,basic.4y,0,1,1,1,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27,management,married,university.degree,0,0,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30,technician,single,high.school,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
42,self-employed,married,high.school,0,1,0,0,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
53,unemployed,married,university.degree,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
36,management,married,university.degree,0,1,0,0,sep,wed,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,1
29,management,single,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,services,married,professional.course,0,1,0,0,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,services,single,basic.9y,0,0,0,0,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,blue-collar,married,high.school,0,1,0,0,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,0
38,admin.,married,university.degree,0,1,0,0,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
29,blue-collar,married,basic.6y,0,0,1,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,admin.,married,high.school,0,1,1,1,apr,mon,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
34,technician,married,professional.course,0,1,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
36,blue-collar,married,high.school,0,1,0,0,dec,thu,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,0
51,management,married,university.degree,0,0,0,1,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
34,blue-collar,married,basic.4y,0,0,1,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
50,technician,married,university.degree,0,1,1,0,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,0
54,blue-collar,married,basic.4y,0,0,0,0,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
53,management,married,university.degree,0,0,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
52,blue-collar,married,high.school,0,0,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
71,retired,married,high.school,0,0,0,0,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
52,retired,married,university.degree,0,1,1,1,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
53,technician,married,professional.course,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,admin.,single,university.degree,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
43,admin.,married,high.school,0,1,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
31,technician,single,professional.course,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,admin.,single,university.degree,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
46,technician,married,university.degree,0,0,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
38,blue-collar,married,basic.6y,0,0,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,admin.,married,university.degree,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
37,services,married,high.school,0,1,0,1,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
40,self-employed,single,university.degree,0,0,1,0,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,0
42,blue-collar,divorced,high.school,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,technician,single,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
27,unemployed,married,high.school,0,1,0,1,jun,fri,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
57,admin.,married,university.degree,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,services,married,high.school,0,1,0,0,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
46,admin.,divorced,university.degree,0,1,1,0,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
47,admin.,married,university.degree,0,1,1,0,jul,wed,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,0
56,retired,married,basic.4y,0,0,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,entrepreneur,married,high.school,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,services,married,university.degree,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
58,services,married,high.school,0,0,0,0,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,admin.,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
39,blue-collar,married,basic.6y,0,0,1,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41,services,married,high.school,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
32,admin.,married,university.degree,0,1,0,0,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,services,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,management,single,university.degree,0,1,1,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,management,divorced,high.school,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
41,services,divorced,basic.9y,0,1,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,admin.,married,university.degree,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
28,services,married,high.school,0,1,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,admin.,single,high.school,0,1,0,0,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
44,blue-collar,married,basic.6y,0,1,0,1,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,0
25,blue-collar,married,high.school,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47,blue-collar,married,basic.9y,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,unemployed,married,professional.course,0,1,0,1,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,1
26,student,single,high.school,0,0,0,0,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,0
35,admin.,single,university.degree,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
