,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job
641,22,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,blue-collar
642,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,housemaid
643,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
644,59,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no,technician
645,55,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,retired
646,32,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,blue-collar
647,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,blue-collar
648,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,admin.
649,47,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,blue-collar
650,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,blue-collar
651,50,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
652,46,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,entrepreneur
653,32,9,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,services
654,47,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,retired
655,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
656,29,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,no,technician
657,33,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no,admin.
658,31,3,6,2,success,-1.7,94.215,-40.3,0.885,4991.6,yes,student
659,27,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
660,25,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,yes,student
661,34,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,technician
662,35,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
663,37,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,services
664,34,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,technician
665,33,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
666,54,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,self-employed
667,30,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,blue-collar
668,40,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar
669,37,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,technician
670,34,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,housemaid
671,25,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,unemployed
672,59,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,retired
673,25,1,1,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no,admin.
674,58,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,yes,unemployed
675,42,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
676,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,technician
677,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,blue-collar
678,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar
679,30,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,technician
680,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,management
681,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,management
682,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,technician
683,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,management
684,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,entrepreneur
685,57,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,retired
686,40,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
687,42,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
688,41,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,self-employed
689,41,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,entrepreneur
690,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,services
691,32,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
692,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,unemployed
693,29,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,technician
694,35,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,technician
695,35,2,18,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,no,admin.
696,86,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6,yes,retired
697,45,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.
698,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician
699,41,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,yes,technician
700,50,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
701,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,management
702,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
703,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,technician
704,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
705,42,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes,services
706,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,blue-collar
707,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,student
708,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,housemaid
709,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
710,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
711,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
712,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,admin.
713,43,22,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
714,41,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9420000000000001,4963.6,no,retired
715,31,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,admin.
716,59,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
717,32,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,housemaid
718,24,1,999,1,failure,-1.7,94.055,-39.8,0.737,4991.6,no,student
719,31,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,blue-collar
720,38,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,admin.
721,37,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,management
722,33,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,admin.
723,27,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,admin.
724,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,services
725,46,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,self-employed
726,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,admin.
727,31,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,unemployed
728,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,management
729,52,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,services
730,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,technician
731,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,blue-collar
732,31,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,admin.
733,33,1,12,1,success,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,yes,admin.
734,33,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,admin.
735,30,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
736,28,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
737,24,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,technician
738,41,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
739,26,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
740,40,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
741,45,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes,housemaid
742,42,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,admin.
743,41,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,technician
744,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,management
745,25,3,999,2,failure,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no,technician
746,25,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,blue-collar
747,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,admin.
748,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,technician
749,36,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no,technician
750,75,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,yes,retired
751,38,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,management
752,28,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,student
753,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,retired
754,58,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
755,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
756,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
757,30,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,admin.
758,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,admin.
759,33,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,admin.
760,36,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,technician
761,54,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,retired
762,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,blue-collar
763,28,6,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5,no,admin.
764,59,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,retired
765,45,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no,blue-collar
766,32,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
767,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,retired
768,29,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.
769,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,technician
770,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
771,25,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,technician
772,35,1,4,3,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,no,blue-collar
773,49,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
774,35,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,blue-collar
775,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,admin.
776,29,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,technician
777,30,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,admin.
778,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,student
779,47,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,admin.
780,32,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,blue-collar
781,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
782,34,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,admin.
783,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,technician
784,47,6,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
785,32,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,technician
786,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
787,57,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,retired
788,49,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,management
789,42,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,technician
790,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.
791,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician
792,51,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,entrepreneur
793,47,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,blue-collar
794,53,5,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7,no,technician
795,28,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,technician
796,27,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,yes,technician
797,23,1,999,2,failure,-1.7,94.215,-40.3,0.8809999999999999,4991.6,no,admin.
798,30,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,no,student
799,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,blue-collar
800,38,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,admin.
801,29,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
802,44,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,housemaid
803,59,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,retired
804,45,3,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,management
805,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no,management
806,28,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services
807,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
808,28,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,technician
809,29,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,technician
810,40,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,admin.
811,43,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,blue-collar
812,54,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,management
813,42,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,admin.
814,55,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,services
815,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
816,52,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,services
817,32,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.
818,23,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,admin.
819,34,7,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,technician
820,36,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,services
821,54,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
822,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,services
823,50,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no,housemaid
824,30,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,services
825,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar
826,32,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
827,54,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,technician
828,40,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
829,50,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,blue-collar
830,35,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,technician
831,26,1,999,1,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6,no,admin.
832,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
833,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,technician
834,28,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
835,50,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,technician
836,31,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
837,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
838,56,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
839,29,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,entrepreneur
840,58,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
841,46,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,blue-collar
842,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
843,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,management
844,39,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
845,40,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,management
846,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.
847,54,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
848,25,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,admin.
849,40,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,no,unemployed
850,49,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,blue-collar
851,41,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no,admin.
852,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,admin.
853,44,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,admin.
854,41,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes,admin.
855,30,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,technician
856,27,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,blue-collar
857,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
858,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,blue-collar
859,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,entrepreneur
860,30,1,999,1,failure,-1.8,93.876,-40.0,0.6679999999999999,5008.7,no,blue-collar
861,25,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.825,5076.2,no,student
862,42,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,management
863,36,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,services
864,45,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
865,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician
866,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
867,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,blue-collar
868,44,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,admin.
869,37,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,services
870,39,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,blue-collar
871,57,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,admin.
872,34,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
873,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,admin.
874,52,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no,admin.
875,23,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,technician
876,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
877,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.
878,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,technician
879,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,blue-collar
880,38,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,management
881,53,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
882,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,self-employed
883,28,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,services
884,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
885,56,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,services
886,56,19,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,technician
887,33,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services
888,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,housemaid
889,48,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,admin.
890,45,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,self-employed
891,24,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no,blue-collar
892,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
893,38,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
894,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,housemaid
895,28,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,entrepreneur
896,50,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,self-employed
897,29,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,admin.
898,38,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
899,18,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no,student
900,31,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,unemployed
901,34,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
902,38,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
903,57,5,12,1,success,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,admin.
904,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,technician
905,77,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,retired
906,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
907,46,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,management
908,21,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes,student
909,43,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,no,management
910,43,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,admin.
911,31,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,no,technician
912,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,student
913,44,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
914,32,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,services
915,43,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,self-employed
916,48,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6,no,services
917,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar
918,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,blue-collar
919,52,5,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,self-employed
920,34,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,services
921,37,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
922,25,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,admin.
923,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,technician
924,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,self-employed
925,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
926,34,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
927,42,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,services
928,37,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,blue-collar
929,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,blue-collar
930,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,blue-collar
931,27,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,admin.
932,35,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,admin.
933,31,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,services
934,31,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,blue-collar
935,31,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
937,33,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,management
938,41,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
939,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
940,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.
941,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,blue-collar
