n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_avg_min,kw_avg_max,kw_avg_avg,self_reference_avg_sharess,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,avg_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,two_class_popularity,multi_class_popularity,,shares
14,560,0.533333332,0.999999997,0.700315455,15,2,1,1,4.558928571,7,1,0,0,0,0,0,182.9316667,319157.1429,5690.121967,2700,0,0.885029371,0.028576653,0.028611131,0.028649778,0.029133068,0.460957447,0.088865248,0.044642857,0.025,0.641025641,0.358974359,0.356733333,-0.335119048,1,-1,0.5,1,1,5,,4000
7,1061,0.513282732,0.999999998,0.705792682,8,5,1,2,4.713477851,4,0,0,1,0,0,0,238.6475,558525,3961.773169,73660,0,0.550435267,0.050001398,0.05000069,0.299562105,0.05000054,0.490951784,0.164658774,0.050895382,0.014137606,0.782608696,0.217391304,0.369299944,-0.261239316,0.8,0.1,0.3,0.1,1,4,,2200
11,918,0.456236323,0.999999998,0.687250995,14,4,1,0,4.679738562,10,0,0,1,0,0,0,293.4444444,312570,2813.265063,1013,0,0.82412552,0.114126917,0.020069745,0.02000765,0.021670167,0.418977368,0.122265892,0.029411765,0.01416122,0.675,0.325,0.373460798,-0.223076923,0,0,0.5,0,1,4,,1700
12,888,0.419838523,0.999999998,0.558823528,22,6,1,0,4.888513514,6,0,0,0,0,0,1,-1,301600,2261.742744,4900,0,0.034183292,0.199715377,0.698168388,0.033441411,0.034491531,0.385832933,0.071904762,0.022522523,0.010135135,0.689655172,0.310344828,0.344285714,-0.383333333,0,0,0.5,0,1,5,,10400
9,954,0.435381355,0.999999998,0.633027522,4,4,2,0,4.927672956,5,0,0,0,0,0,1,81.6,324840,2301.700861,2425,0,0.040000179,0.040000114,0.83999747,0.040000141,0.040002097,0.366002127,0.068095428,0.017819706,0.016771488,0.515151515,0.484848485,0.419251337,-0.184114583,1,-0.9,0.5,0.9,1,5,,10600
13,595,0.522413792,0.999999997,0.656992083,23,4,1,0,5.006722689,7,0,1,0,0,0,0,142.2,194900,2477.293876,1750,0,0.028574253,0.589186027,0.028573182,0.325093806,0.028572731,0.482694129,0.177012311,0.030252101,0.006722689,0.818181818,0.181818182,0.359132997,-0.21875,0.454545455,0.136363636,0.045454545,0.136363636,0,2,,1200
10,793,0.383825417,0.999999998,0.548076922,7,0,1,0,4.577553594,6,0,0,1,0,0,0,55.16666667,317116.6667,3120.081984,0,0,0.866666214,0.033333485,0.033333524,0.033333357,0.033333419,0.593566449,0.263230901,0.054224464,0.010088272,0.843137255,0.156862745,0.456148696,-0.167708333,0,0,0.5,0,1,4,,1700
14,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,420.8333333,405428.5714,3588.819666,0,0,0.028573134,0.029023868,0.028572454,0.88525833,0.028572214,0,0,0,0,0,0,0,0,1,-0.25,0.5,0.25,1,4,,2100
12,555,0.572232644,0.999999997,0.722379601,30,1,2,0,4.958558559,6,0,0,0,0,0,1,516.2,207616.6667,2407.916775,2100,0,0.033337368,0.034186359,0.200290108,0.697871124,0.034315041,0.464724427,0.035099206,0.034234234,0.014414414,0.703703704,0.296296296,0.358421053,-0.552678571,0.1,0,0.4,0,0,3,,1300
9,197,0.608465605,0.999999991,0.76106194,5,3,3,0,4.654822335,6,0,0,1,0,0,0,34.765,591733.3333,3736.69849,3250,0,0.864702784,0.033335857,0.033351609,0.035276024,0.033333726,0.386666667,0.09625,0.015228426,0.005076142,0.75,0.25,0.3875,-0.2,0,0,0.5,0,1,4,,2700
11,454,0.525959367,0.999999997,0.667796608,5,3,8,0,4.726872247,10,0,0,0,0,0,0,333.1,194030,5892.753015,2000,0,0.020003121,0.400461711,0.107903457,0.451630545,0.020001167,0.4811723,0.248414953,0.039647577,0.004405286,0.9,0.1,0.372886604,-0.375,0.5,0.375,0,0.375,1,4,,3000
9,257,0.635294115,0.999999994,0.779874209,6,5,1,0,4.715953307,9,0,0,0,0,1,0,287.5555556,268033.3333,4006.523183,1575,0,0.022222931,0.133730485,0.133841185,0.02222301,0.687982389,0.387299465,0.1192959,0.046692607,0.011673152,0.8,0.2,0.216720779,-0.119444444,0,0,0.5,0,0,2,,1100
12,1542,0.410222804,0.999999999,0.627497062,12,1,2,0,4.134889754,8,1,0,0,0,0,0,156.0842857,184762.5,2929.868815,2200,0,0.025738271,0.025006848,0.025023544,0.025345367,0.89888597,0.483570678,0.121683061,0.04150454,0.016861219,0.711111111,0.288888889,0.340185843,-0.269688645,0.4,0.2,0.1,0.2,0,2,,1200
9,209,0.623188403,0.999999992,0.788135587,3,1,0,1,4.358851675,6,0,0,0,0,0,1,137.8333333,276566.6667,2086.464582,1600,0,0.230990435,0.033334085,0.669006214,0.033333826,0.03333544,0.443434343,-0.012247475,0.028708134,0.019138756,0.6,0.4,0.306060606,-0.383333333,0.666666667,-0.333333333,0.166666667,0.333333333,1,5,,23100
7,674,0.511591962,0.999999998,0.665853657,10,0,1,0,4.99851632,6,0,0,0,0,0,1,250.8333333,273613,2599.279406,0,0,0.033337126,0.033337216,0.534706073,0.200247448,0.198372137,0.397430892,0.04148134,0.03264095,0.029673591,0.523809524,0.476190476,0.288838056,-0.206944444,0,0,0.5,0,0,3,,1500
10,161,0.682432428,0.999999989,0.791208783,5,2,2,1,4.826086957,6,0,1,0,0,0,0,212.8333333,236833.3333,5571.626961,2300,0,0.033350446,0.655136671,0.033333782,0.24484517,0.033333931,0.464285714,0.342857143,0.037267081,0,1,0,0.4,0,0,0,0.5,0,1,5,,109500
15,592,0.484429065,0.999999997,0.64896755,6,4,1,0,4.445945946,5,0,0,1,0,0,0,2949.8,332280,4975.803855,1533.333333,0,0.65387384,0.040007915,0.040044347,0.040003329,0.226070569,0.392394154,0.091422738,0.037162162,0.025337838,0.594594595,0.405405405,0.387047422,-0.257592593,0,0,0.5,0,0,2,,1100
11,994,0.431455898,0.999999998,0.59252971,6,2,4,0,4.489939638,10,0,0,0,0,1,0,153.4444444,373110,2625.589372,2000,0,0.020045184,0.020000919,0.020022045,0.020000197,0.919931655,0.3315077,0.076290717,0.030181087,0.014084507,0.681818182,0.318181818,0.279291126,-0.217261905,0,0,0.5,0,1,4,,2600
11,372,0.546195651,0.999999995,0.73953488,6,2,0,1,4.795698925,4,0,0,0,0,1,0,45,404975,3229.793382,3300,0,0.050000094,0.050009026,0.050007086,0.050000166,0.799983629,0.433680556,-0.063541667,0.01344086,0.024193548,0.357142857,0.642857143,0.276666667,-0.289814815,0.5,0.15,0,0.15,0,2,,1100
12,594,0.460854092,0.999999997,0.567708332,4,4,9,0,4.678451178,10,0,1,0,0,0,0,684.6,182640,4410.439479,4650,0,0.02000021,0.816671424,0.020000184,0.123328077,0.020000105,0.414776652,0.107059369,0.026936027,0.021885522,0.551724138,0.448275862,0.37169237,-0.182051282,0,0,0.5,0,0,2,,1200
12,653,0.508661417,0.999999997,0.666666665,7,2,1,2,4.830015314,6,0,0,1,0,0,0,236,283433.3333,2925.994191,10000,0,0.366691859,0.533306413,0.033334546,0.033333498,0.033333684,0.49065867,0.179302098,0.04287902,0.010719755,0.8,0.2,0.37275201,-0.261507937,0,0,0.5,0,1,5,,7400
11,271,0.519531248,0.999999994,0.654088046,2,1,2,1,4.520295203,7,0,0,0,0,0,1,519.2,190814.2857,2336.251923,2600,0,0.028849883,0.028580569,0.176896208,0.24303339,0.522639949,0.360606061,-0.010707071,0.018450185,0.011070111,0.625,0.375,0.226545455,-0.377777778,0,0,0.5,0,0,2,,1200
12,1078,0.47098646,0.999999998,0.678868551,15,3,1,0,4.641001855,6,0,0,0,0,0,1,252.6666667,183116.6667,2220.001806,1434,0,0.033333682,0.033333498,0.866664575,0.033333382,0.033334862,0.485814161,0.003571874,0.032467532,0.031539889,0.507246377,0.492753623,0.377122449,-0.34379085,0.4,0.05,0.1,0.05,0,3,,1300
9,608,0.461928933,0.999999997,0.611731842,1,1,5,0,5.144736842,10,0,0,0,0,0,1,267.2222222,185490,2205.328478,1000,0,0.020000369,0.020000274,0.802903554,0.020014256,0.137081548,0.501412429,0.113559322,0.049342105,0.021381579,0.697674419,0.302325581,0.321944444,-0.209615385,0.45,0.08125,0.05,0.08125,1,4,,1700
13,229,0.583333331,0.999999992,0.758333327,1,1,0,0,4.048034935,5,0,1,0,0,0,0,168.2,296460,4064.646822,1500,0,0.040000869,0.839587327,0.04000032,0.04041105,0.040000434,0.549554367,0.127807487,0.069868996,0.013100437,0.842105263,0.157894737,0.317045455,-0.8,0.477272727,0.318181818,0.022727273,0.318181818,1,5,,7900
13,303,0.562499998,0.999999995,0.661375658,16,4,11,3,4.600660066,4,0,1,0,0,0,0,-1,532575,4003.568919,1733.333333,0,0.050000174,0.051609879,0.050001188,0.798388518,0.050000242,0.460758377,0.224492945,0.03960396,0.00660066,0.857142857,0.142857143,0.360119048,-0.152777778,0.288888889,-0.155555556,0.211111111,0.155555556,1,5,,6900
8,1010,0.458506224,0.999999998,0.639999999,20,6,1,0,4.648514851,10,1,0,0,0,0,0,162.8,302740,4033.44861,5750,0,0.304517351,0.020022661,0.020060383,0.02011976,0.635279845,0.528613516,0.108727152,0.034653465,0.012871287,0.729166667,0.270833333,0.379591837,-0.434722222,0,0,0.5,0,0,3,,1400
11,497,0.651639343,0.999999997,0.836601304,9,0,1,1,4.804828974,5,0,1,0,0,0,0,109,256160,2572.943865,0,0,0.040004087,0.041425582,0.040002399,0.838566001,0.040001931,0.432015152,0.056454545,0.042253521,0.032193159,0.567567568,0.432432432,0.367748918,-0.3609375,0.454545455,0.136363636,0.045454545,0.136363636,0,3,,1400
9,420,0.573493975,0.999999996,0.74703557,8,1,1,0,4.461904762,8,0,1,0,0,0,0,219.5,195550,2888.695719,801,0,0.025000668,0.899270887,0.025000305,0.025727842,0.025000297,0.540268065,0.232721445,0.04047619,0.007142857,0.85,0.15,0.375044563,-0.125,0,0,0.5,0,1,4,,1700
9,280,0.659498206,0.999999994,0.833333329,19,4,1,0,4.910714286,7,0,0,0,0,0,1,60.85714286,355985.7143,2601.571207,5300,0,0.028606063,0.028579649,0.650194165,0.028573248,0.264046874,0.463405797,0.067391304,0.035714286,0.028571429,0.555555556,0.444444444,0.48,-0.38125,0.2,0.2,0.3,0.2,1,4,,3200
9,372,0.644859811,0.999999996,0.753086417,83,2,50,1,5.572580645,10,0,0,0,0,0,0,339.1,250530,5451.02847,7300,0,0.020035586,0.020004074,0.02001469,0.919939386,0.020006264,0.490277778,0.16875,0.018817204,0.008064516,0.7,0.3,0.421428571,-0.308333333,0,0,0.5,0,1,5,,3600
10,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,57,657550,4860.126521,0,0,0.050000188,0.050038187,0.050000096,0.799961439,0.05000009,0,0,0,0,0,0,0,0,0,-0.2,0.5,0.2,0,3,,1300
10,285,0.553435112,0.999999994,0.626436778,14,2,10,0,4.943859649,6,0,0,0,0,0,0,97.83333333,389350,5013.766618,1800,0,0.033444826,0.03334574,0.033378667,0.866490584,0.033340183,0.45,0.179411765,0.024561404,0.010526316,0.7,0.3,0.485714286,-0.183333333,0.125,-0.025,0.375,0.025,0,3,,1600
14,1874,0.350222717,0.999999999,0.503663003,11,11,19,2,4.311099253,10,0,0,0,0,1,0,224,230040,2430.548413,4159.875,0,0.020000834,0.125237161,0.020000615,0.020000465,0.814760925,0.465315133,0.207353372,0.06189968,0.020811099,0.748387097,0.251612903,0.432726713,-0.253952991,0.3,1,0.2,1,1,4,,3200
14,897,0.414965986,0.999999998,0.55090909,28,6,1,0,5.002229654,5,0,0,0,0,0,1,81.6,324840,2301.700861,3350,0,0.040000179,0.040000114,0.83999747,0.040000141,0.040002097,0.412747779,0.134571277,0.032329989,0.006688963,0.828571429,0.171428571,0.381743544,-0.425,0.366666667,0.033333333,0.133333333,0.033333333,1,4,,2400
8,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,141.5983333,534485.7143,6275.56186,0,0,0.028572226,0.028581994,0.028572012,0.885701792,0.028571975,0,0,0,0,0,0,0,0,0.9375,-0.75,0.4375,0.75,0,3,,1400
8,891,0.46779661,0.999999998,0.628465803,14,1,1,0,4.863075196,5,0,0,0,0,0,1,174,239040,2187.026177,3500,0,0.04000251,0.040040664,0.83688175,0.040009344,0.043065733,0.479055229,0.106756904,0.038159371,0.019079686,0.666666667,0.333333333,0.381967787,-0.284640523,0,0,0.5,0,1,4,,1700
8,831,0.499999999,0.999999998,0.651356992,1,1,1,0,4.398315283,5,0,0,1,0,0,0,346,307098.8,1644.797029,5500,0,0.639639908,0.240213296,0.040001718,0.040143768,0.040001309,0.353581591,0.109286527,0.04211793,0.02166065,0.660377358,0.339622642,0.348917749,-0.264969136,1,-1,0.5,1,0,3,,1400
10,133,0.770992361,0.999999988,0.902439013,2,1,0,2,4.428571429,10,0,1,0,0,0,0,136.7777778,449450,3581.674524,646,0,0.020015838,0.568259123,0.02000079,0.371719503,0.020004746,0.341899767,0.10967366,0.022556391,0.022556391,0.5,0.5,0.5,-0.097863248,0.066666667,-0.166666667,0.433333333,0.166666667,0,3,,1500
14,749,0.468406593,0.999999998,0.616557733,4,4,9,0,4.567423231,8,0,1,0,0,0,0,440.75,214325,3294.300958,1178.5,0,0.025000209,0.899931942,0.025031915,0.025035836,0.025000098,0.443857809,0.188274711,0.044058745,0.021361816,0.673469388,0.326530612,0.427310442,-0.170089286,0.2,0.3,0.3,0.3,0,3,,1400
11,1005,0.402402402,0.999999998,0.575221238,2,2,1,0,4.366169154,8,0,1,0,0,0,0,170.8571429,202848.5,2839.035846,4200,0,0.18605022,0.640558125,0.025002899,0.025187553,0.123201203,0.554656085,0.151775794,0.03880597,0.014925373,0.722222222,0.277777778,0.411520147,-0.281666667,0.6875,-0.3125,0.1875,0.3125,0,2,,1200
16,555,0.574387946,0.999999997,0.709039546,13,5,1,1,4.74954955,7,0,0,1,0,0,0,466,329071.4286,3763.796669,21150,0,0.884040174,0.028577698,0.030227417,0.028581093,0.028573618,0.412458229,0.123162072,0.03963964,0.016216216,0.709677419,0.290322581,0.338365801,-0.288580247,0,0,0.5,0,1,5,,4600
12,269,0.639405202,0.999999994,0.789772723,7,5,1,1,4.873605948,10,0,0,0,0,1,0,404.1111111,184490,2984.029535,2060,0,0.020000858,0.382462852,0.020002107,0.020000806,0.557533378,0.460062657,0.127280702,0.044609665,0.007434944,0.857142857,0.142857143,0.245277778,-0.1625,0,0,0.5,0,1,4,,3400
10,933,0.514348785,0.999999998,0.69686411,19,1,6,1,4.801714898,7,0,0,0,0,0,1,187.3333333,246371.4286,2130.655592,2600,0,0.028573336,0.028573461,0.742452553,0.028572696,0.171827954,0.462285012,0.057795864,0.042872454,0.032154341,0.571428571,0.428571429,0.298693182,-0.231527778,0.6,-0.2,0.1,0.2,1,5,,52500
13,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,213.44875,530400,5983.711117,0,0,0.025014675,0.150992105,0.025000335,0.773992652,0.025000233,0,0,0,0,0,0,0,0,0.2,0.1,0.3,0.1,1,5,,6500
11,264,0.630769228,0.999999994,0.802547766,7,2,1,2,4.75,10,0,1,0,0,0,0,143.19875,455730,6019.818534,7600,0,0.020046399,0.152176831,0.020000961,0.787775212,0.020000597,0.47520979,0.165407925,0.064393939,0.007575758,0.894736842,0.105263158,0.277486631,-0.208333333,0.54,0.16,0.04,0.16,1,5,,4700
12,198,0.61578947,0.999999991,0.728070169,3,1,1,0,4.787878788,5,0,0,1,0,0,0,136.2,359600,2955.575879,1700,0,0.639979229,0.040004458,0.040000067,0.239957172,0.040059073,0.534358974,0.06,0.03030303,0.005050505,0.857142857,0.142857143,0.358333333,-0.5,0,0,0.5,0,1,4,,2000
11,685,0.435199999,0.999999997,0.562340965,7,6,13,1,4.277372263,8,0,0,0,0,1,0,172.1428571,222937.5,2426.165776,4733.333333,0,0.025025222,0.025000541,0.025007512,0.025000108,0.899966617,0.44025974,0.172546898,0.042335766,0.010218978,0.805555556,0.194444444,0.317711599,-0.29047619,0.3,0.2,0.2,0.2,1,5,,3700
8,972,0.484688489,0.999999998,0.682795698,7,7,1,1,4.352880658,5,0,0,0,0,1,0,187,316440,3766.53332,1264.142857,0,0.040102153,0.040003861,0.241663063,0.040006181,0.638224742,0.40234204,0.0920322,0.046296296,0.029835391,0.608108108,0.391891892,0.334675325,-0.200328407,0.925,0.05,0.425,0.05,1,4,,1800
11,845,0.256544502,0.999999998,0.285198555,8,8,37,2,5.050887574,8,0,0,0,1,0,0,447.125,130362.5,2449.038334,2400,0,0.025092565,0.118407254,0.025419275,0.025000145,0.806080761,0.459679383,0.145236404,0.026035503,0.002366864,0.916666667,0.083333333,0.233980224,-0.25,0,0,0.5,0,1,4,,1800
10,1200,0.290990991,0.999999999,0.350260416,5,2,36,1,4.985833333,7,0,0,0,0,1,0,181.4285714,415671.4286,2986.301425,3700,0,0.028718503,0.028573124,0.172695766,0.028572029,0.741440577,0.47358203,0.169846718,0.03,0.004166667,0.87804878,0.12195122,0.26824044,-0.230833333,0.454545455,0.136363636,0.045454545,0.136363636,0,3,,1300
9,201,0.49473684,0.999999993,0.514925369,3,3,9,0,4.656716418,7,0,0,0,0,1,0,286.1428571,250185.7143,2458.619201,3300,0,0.028626167,0.028575859,0.172884257,0.168177846,0.601735872,0.57951493,0.189110889,0.049751244,0.004975124,0.909090909,0.090909091,0.309177489,-0.3,0,0,0.5,0,0,3,,1400
15,257,0.523622045,0.999999993,0.633333329,2,1,1,0,4.311284047,9,0,0,0,0,1,0,288,268100,2152.511726,930,0,0.022242452,0.022223291,0.022226967,0.022222667,0.911084623,0.428282828,0.241077441,0.046692607,0.011673152,0.8,0.2,0.389393939,-0.127777778,1,0.6,0.5,0.6,1,4,,3000
11,1432,0.411174785,0.999999999,0.62775616,18,0,2,7,4.273743017,6,0,0,0,0,0,1,93,179750,1743.746971,0,0,0.033338701,0.033893289,0.699458707,0.03365495,0.199654353,0.481911057,0.140821738,0.033519553,0.015363128,0.685714286,0.314285714,0.437424242,-0.277083333,0.144444444,-0.077777778,0.355555556,0.077777778,0,2,,1100
10,804,0.427096774,0.999999998,0.572895276,5,1,3,0,4.833333333,10,0,0,0,0,0,1,261.125,182250,1809.307426,52500,0,0.020000773,0.020000711,0.801697973,0.020000445,0.138300099,0.465763547,-0.001795977,0.032338308,0.027363184,0.541666667,0.458333333,0.24599359,-0.286363636,0,0,0.5,0,0,3,,1400
10,282,0.477611939,0.999999994,0.543749997,4,2,14,2,4.453900709,6,0,0,0,0,0,0,131.4,465600,4684.478139,4800,0,0.200172448,0.033348934,0.033334021,0.699810699,0.033333899,0.535294118,0.352941176,0.046099291,0.003546099,0.928571429,0.071428571,0.476923077,-0.2,0,0,0.5,0,1,5,,17600
13,940,0.483236994,0.999999998,0.557142856,85,2,1,0,5.285106383,6,0,0,0,1,0,0,215.6666667,308816.6667,3766.305831,4500,0,0.279235391,0.033387633,0.240655286,0.246547756,0.200173934,0.500103785,0.235587607,0.013829787,0.004255319,0.764705882,0.235294118,0.584102564,-0.513888889,0,0,0.5,0,0,2,,1200
6,365,0.522346367,0.999999995,0.669767439,1,1,1,1,4.684931507,4,0,0,0,1,0,0,456.25,219575,2126.269256,1300,0,0.335051651,0.276067572,0.050001356,0.050001539,0.288877882,0.371846847,0.083834971,0.04109589,0.024657534,0.625,0.375,0.311792929,-0.180555556,0,0,0.5,0,0,3,,1400
10,307,0.609836064,0.999999994,0.784530382,4,1,0,1,4.723127036,6,0,0,0,0,0,1,315.25,174100,2056.90424,865,0,0.033339294,0.033895796,0.367453382,0.530532063,0.034779465,0.365996169,0.094463602,0.039087948,0.013029316,0.75,0.25,0.3375,-0.270138889,0.0375,-0.0375,0.4625,0.0375,0,3,,1400
10,185,0.611111108,0.999999993,0.624999995,19,5,13,0,4.978378378,8,0,0,0,0,0,0,152.875,306375,5054.303592,4050,0,0.025057958,0.025181625,0.025023832,0.899688112,0.025048473,0.466666667,-0.037239583,0.048648649,0.027027027,0.642857143,0.357142857,0.401851852,-0.6625,1,-0.5,0.5,0.5,1,5,,8000
14,306,0.583916082,0.999999995,0.605128202,12,4,1,0,4.477124183,9,0,0,0,0,0,0,79,384744.4444,3456.61068,2300,0,0.023192243,0.022305446,0.022379379,0.463479937,0.468642995,0.596530523,0.208243303,0.058823529,0.019607843,0.75,0.25,0.371212121,-0.24537037,0,0,0.5,0,0,3,,1600
8,169,0.559523806,0.999999992,0.539682535,12,2,10,0,4.544378698,7,0,0,0,0,0,0,104.7142857,359842.8571,5424.119797,35400,0,0.028720407,0.028580229,0.028572247,0.885489307,0.02863781,0.748484848,-0.231818182,0.035502959,0.082840237,0.3,0.7,0.266666667,-0.478571429,1,-0.5,0.5,0.5,1,5,,4400
9,701,0.511045655,0.999999998,0.659192824,19,4,13,0,4.873038516,5,0,0,1,0,0,0,89.6,435960,2409.246111,1960.25,0,0.239993655,0.040000232,0.640004159,0.040000144,0.04000181,0.400135281,0.031627558,0.022824536,0.014265335,0.615384615,0.384615385,0.232477679,-0.261666667,0.15,-0.05,0.35,0.05,1,4,,1700
11,1300,0.426791277,0.999999999,0.604922279,18,2,3,0,5.046923077,10,0,0,0,0,0,1,94.14285714,179740,1780.175187,6900,0,0.020009823,0.02000788,0.819720941,0.020002846,0.12025851,0.478109364,0.099915724,0.030769231,0.016923077,0.64516129,0.35483871,0.344603896,-0.258612915,1,0,0.5,0,1,4,,3300
13,167,0.660606057,0.99999999,0.75757575,2,2,3,1,4.826347305,4,0,0,0,1,0,0,125,401800,2903.557507,2200,0,0.537659609,0.050029004,0.312086265,0.050216154,0.050008969,0.48476431,0.15959596,0.05988024,0.005988024,0.909090909,0.090909091,0.337272727,-0.5,0.45,0.3,0.05,0.3,1,5,,3900
12,575,0.500891265,0.999999997,0.663768114,7,2,7,0,4.52173913,10,0,1,0,0,0,0,735.5555556,261460,4709.113834,5750,0,0.020000726,0.615884312,0.020000503,0.324114047,0.020000413,0.570497095,0.183299108,0.04173913,0.013913043,0.75,0.25,0.39149531,-0.239236111,0.65,0.4,0.15,0.4,0,2,,1100
11,989,0.471910112,0.999999998,0.634266885,29,8,1,1,5.065722952,8,0,0,0,0,0,1,237.7142857,215362.5,2076.960736,2500,0,0.148232296,0.025001134,0.776678236,0.025000676,0.025087658,0.436839062,0.016151887,0.03033367,0.022244692,0.576923077,0.423076923,0.29080267,-0.281502525,0.52,-0.195,0.02,0.195,0,2,,1100
10,642,0.539325842,0.999999997,0.731182794,10,0,1,0,4.686915888,7,0,0,0,0,0,1,406,328642.8571,3034.993339,0,0,0.028573729,0.0285732,0.456580443,0.028572809,0.45769982,0.393281385,0.081774892,0.028037383,0.021806854,0.5625,0.4375,0.355260943,-0.178103741,0.166666667,-0.166666667,0.333333333,0.166666667,0,3,,1400
14,1519,0.311877903,0.999999999,0.494791666,14,3,2,1,3.911125741,5,0,1,0,0,0,0,189.6,267920,3217.054173,768,0,0.040000239,0.040903589,0.04000078,0.83909519,0.040000202,0.479403538,0.193146742,0.052666228,0.013166557,0.8,0.2,0.385621212,-0.293988095,0.333333333,0.25,0.166666667,0.25,1,5,,4200
12,490,0.512396693,0.999999997,0.642611682,13,1,1,1,4.644897959,5,0,0,0,0,0,1,84.4,450320,2632.338696,4000,0,0.040000124,0.040000058,0.839997657,0.040000111,0.04000205,0.436231884,0.057789855,0.020408163,0.012244898,0.625,0.375,0.363333333,-0.394444444,0,0,0.5,0,0,3,,1300
11,531,0.473895581,0.999999997,0.584374998,6,3,16,0,4.372881356,8,0,0,0,0,0,0,140.125,329587.5,6793.62393,84250,0,0.025056179,0.102200304,0.025000042,0.82274278,0.025000695,0.481247294,0.158744589,0.04519774,0.009416196,0.827586207,0.172413793,0.354356061,-0.430952381,0,0,0.5,0,1,5,,5100
10,291,0.627177698,0.999999994,0.784431133,7,4,1,1,4.642611684,6,0,1,0,0,0,0,101.3333333,484250,4962.723297,4500,0,0.033334532,0.034630623,0.033333927,0.865367178,0.03333374,0.467460317,-0.101190476,0.013745704,0.034364261,0.285714286,0.714285714,0.24375,-0.31,0.4,-0.4,0.1,0.4,1,4,,1900
11,324,0.557324839,0.999999995,0.708994705,8,4,1,0,4.148148148,7,0,0,0,0,1,0,71.33333333,251357.1429,2380.777945,2000,0,0.028605282,0.028572114,0.028578863,0.028571538,0.885672203,0.417148432,0.111995277,0.040123457,0.015432099,0.722222222,0.277777778,0.256563437,-0.167619048,0.5,0.136363636,0,0.136363636,1,4,,1800
12,157,0.686666662,0.999999989,0.789473676,5,5,0,1,4.579617834,10,0,1,0,0,0,0,138.659,386900,4162.791474,1729.666667,0,0.020000174,0.610204853,0.020000195,0.329794709,0.020000068,0.444949495,0.054040404,0.025477707,0.006369427,0.8,0.2,0.196590909,-0.3,0.454545455,0.136363636,0.045454545,0.136363636,1,5,,3500
9,514,0.469061875,0.999999997,0.595469254,5,2,8,2,4.468871595,7,0,0,0,0,1,0,320.1666667,240971.4286,2268.862931,1450,0,0.028573433,0.028573786,0.284278158,0.029175049,0.629399574,0.566756339,0.199526902,0.048638132,0.011673152,0.806451613,0.193548387,0.374737662,-0.354166667,0,0,0.5,0,0,3,,1600
11,857,0.386363636,0.999999998,0.51881188,28,24,7,2,4.252042007,10,0,0,0,0,1,0,218.3,315100,2742.125541,2178.380952,0,0.020030096,0.020000912,0.32436945,0.020000259,0.615599284,0.38145394,0.141397268,0.045507585,0.009334889,0.829787234,0.170212766,0.256551782,-0.154861111,0,0,0.5,0,0,3,,1500
11,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,193.1666667,515116.6667,4886.395949,0,0,0.033335039,0.033546362,0.033389568,0.866395507,0.033333524,0,0,0,0,0,0,0,0,0.7,0.368181818,0.2,0.368181818,0,3,,1500
15,565,0.50905797,0.999999997,0.724489793,2,1,1,0,4.184070796,6,0,1,0,0,0,0,-0.8,271600,3020.573628,1500,0,0.03360156,0.866021471,0.03334468,0.033404143,0.033628146,0.453844429,0.180535568,0.037168142,0.012389381,0.75,0.25,0.415337044,-0.154251701,0.7,0.4,0.2,0.4,0,2,,1100
16,1183,0.462412587,0.999999999,0.662222221,5,4,1,26,4.371090448,4,0,1,0,0,0,0,43.25,384225,2915.333524,1833.333333,0,0.050003335,0.052281575,0.050148068,0.797566994,0.050000027,0.461584107,0.00633899,0.054099746,0.04649197,0.537815126,0.462184874,0.419311925,-0.435815296,0,0,0.5,0,0,3,,1600
10,311,0.59672131,0.999999995,0.747524749,10,3,1,1,5.118971061,5,0,0,0,0,0,1,1017,325120,3857.948831,3000,0,0.040007929,0.241031847,0.444732479,0.040005853,0.234221892,0.332272257,-0.026682195,0.022508039,0.025723473,0.466666667,0.533333333,0.220068027,-0.263020833,0,0,0.5,0,0,3,,1300
14,808,0.495327102,0.999999998,0.650214591,23,3,0,1,4.22029703,10,0,1,0,0,0,0,253.4444444,205240,3949.898918,921.5,0,0.020000916,0.020326653,0.020000872,0.919548333,0.020123226,0.452844939,0.245454545,0.043316832,0.008663366,0.833333333,0.166666667,0.447396104,-0.416071429,0.55,0.35,0.05,0.35,1,4,,3200
