,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,housing
1131,26,5,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,no,yes
1132,27,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,yes
1133,57,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,yes
1134,32,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1135,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,yes
1137,59,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1138,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,yes
1139,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1140,40,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1141,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,yes
1142,33,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,yes
1143,36,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
1144,59,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
1145,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1146,30,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1147,29,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
1148,34,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1149,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,yes
1150,41,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,yes
1151,30,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,yes
1152,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1153,33,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1155,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,yes
1156,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1157,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1158,41,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,yes
1159,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1160,39,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1161,48,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1162,56,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,yes
1163,63,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no,yes
1164,50,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1165,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1166,43,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1167,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1168,28,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,no
1169,26,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,yes
1170,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,yes
1171,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1172,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1173,29,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,yes
1174,56,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1175,36,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes,yes
1176,33,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,yes
1177,47,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1178,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1179,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1180,54,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,no
1182,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1183,34,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no,yes
1184,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1185,55,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1186,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
1187,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1188,59,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,yes
1190,56,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.762,5017.5,no,no
1191,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1192,36,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,yes
1193,42,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1194,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1195,33,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1196,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1197,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1198,34,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,yes
1199,33,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1200,23,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1201,26,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,yes
1202,55,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1203,47,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1204,36,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1205,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,yes
1206,60,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1207,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,yes
1209,47,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1210,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1211,27,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
1212,36,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1213,46,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1214,30,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
1215,88,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,yes
1216,45,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1217,30,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,yes
1218,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,yes
1219,48,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1220,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1221,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1222,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1223,56,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,yes
1225,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1226,49,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,yes
1227,30,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,yes
1228,39,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1229,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1230,59,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,no
1232,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,yes
1234,39,4,3,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,yes
1236,51,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1237,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1238,59,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,yes
1239,46,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1240,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1241,28,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,no
1242,31,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,yes
1243,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,yes
1244,36,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,yes
1245,50,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1246,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,yes
1247,50,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
1248,32,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
1249,56,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1250,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,yes
1251,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1252,36,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
1253,45,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,yes
1255,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1256,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1257,71,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no,yes
1258,22,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1259,30,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,no
1260,78,2,3,2,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,yes
1261,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,yes
1262,51,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1,no,yes
1264,26,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,yes
1265,34,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1266,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,yes
1267,50,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1268,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1269,57,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no,yes
1270,33,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,yes
1271,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1272,37,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes,no
1273,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,yes
1274,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1275,20,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no,no
1276,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1277,27,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,no,no
1278,33,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
1279,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,yes
1280,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1281,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1282,35,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1283,55,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes,no
1284,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1285,50,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1286,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,yes
1287,40,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1288,51,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1289,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1290,54,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1291,42,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,yes
1292,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,yes
1293,26,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,yes
1294,27,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,no
1295,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1296,42,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1299,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1301,35,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1302,33,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,no,yes
1303,38,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1304,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1305,32,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,yes
1307,36,1,999,0,nonexistent,-0.2,92.756,-45.9,3.3289999999999997,5176.3,no,yes
1308,51,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,no
1309,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1310,50,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,no,yes
1311,54,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1312,53,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
1313,52,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
1314,71,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes,no
1315,52,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,yes
1316,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1317,36,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1318,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,yes
1319,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1320,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,no
1321,46,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
1322,38,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1323,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
1324,37,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,yes
1325,40,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no,no
1326,42,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1327,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1328,27,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1329,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1330,45,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,yes
1331,46,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,yes
1332,47,3,999,2,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,yes
1333,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1334,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1335,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1336,58,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1337,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,yes
1338,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1339,41,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1340,32,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,yes
1341,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1342,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1343,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,yes
1344,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1345,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,yes
1347,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,yes
1348,44,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no,yes
1349,25,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,yes
1350,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1351,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,yes,yes
1352,26,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no,no
1353,35,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,yes
1354,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
1355,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,yes
1356,38,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1357,33,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,no,yes
1358,32,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
1359,47,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,yes
1360,34,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1361,36,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,yes
1362,28,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,yes
1363,72,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,no
1364,27,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,yes
1365,43,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,yes
1366,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,yes
1367,27,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,no
1368,35,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,yes
1369,34,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,no,no
1370,36,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,yes
1371,39,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,no
1372,35,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1373,56,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
1374,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,yes
1375,31,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,yes
1376,45,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
1377,20,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,yes
1378,42,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1379,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
1380,45,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1381,50,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1382,29,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1383,38,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1384,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,yes
1385,36,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1386,35,13,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1387,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1388,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,yes
1389,39,1,4,1,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,yes
1390,34,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1391,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1392,47,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes,yes
1393,59,4,999,1,failure,-3.0,92.713,-33.0,0.7,5023.5,no,no
1394,37,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1395,33,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,yes
1396,35,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,yes
1397,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,yes
1398,40,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,yes
1399,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1400,32,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no,yes
1401,29,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1402,32,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,no
1403,35,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,yes
1404,36,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,yes
1405,38,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,no
1406,32,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,yes
1407,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,no
1408,34,4,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,yes
1409,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes,yes
1410,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1411,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1412,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1413,43,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no,yes
1414,51,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,yes
1415,35,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1416,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1417,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1418,35,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1419,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1420,45,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
1421,24,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,yes
1422,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1423,31,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
1424,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,yes
1425,68,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,yes,yes
1426,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
1427,32,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,yes
1428,55,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1429,31,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,yes
1430,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1433,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,yes
1434,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes,no
1435,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,no
1436,56,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
1437,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1438,42,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1439,33,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,yes
1440,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,yes
1441,43,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1442,52,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1443,40,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,yes
1444,49,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7170000000000001,5023.5,no,no
1445,41,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,yes
1446,26,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,yes
1447,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1448,33,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
1449,36,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,yes
1450,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1451,36,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1452,61,2,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,no,no
1453,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
