,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,marital_divorced,marital_married,marital_single
949,41,2,999,0,1.4,93.444,-36.1,4.97,5228.1,no,0,1,0,0,1,0
950,33,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,0,1
951,31,2,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,0,1
952,29,4,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,1,0,0
953,38,5,999,0,1.4,94.465,-41.8,4.962,5228.1,no,0,1,0,0,0,1
954,24,1,999,0,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0,1,0,0,0,1
955,34,11,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,0,1
956,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
957,32,1,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,1,0,0,0,1,0
958,49,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
959,36,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,1,0,0
960,46,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
961,47,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
962,37,3,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
963,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,1,0,0,0,1,0
964,36,4,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
965,30,2,15,4,-1.1,94.199,-37.5,0.879,4963.6,yes,1,0,0,0,0,1
966,32,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,no,1,0,0,0,1,0
967,54,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,no,0,1,0,0,1,0
968,51,1,999,0,1.1,93.994,-36.4,4.855,5191.0,yes,0,1,0,0,1,0
969,28,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,1,0,0
970,54,1,999,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes,1,0,0,0,1,0
971,31,13,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
972,57,1,999,1,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no,1,0,0,0,1,0
973,49,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,no,0,1,0,0,1,0
974,45,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
975,33,8,999,0,-1.8,93.075,-47.1,1.423,5099.1,no,0,1,0,0,1,0
976,53,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,1,0,0,0,1,0
977,26,2,999,0,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0,1,0,0,0,1
978,31,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
979,32,3,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
980,29,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
981,31,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,0,1
982,29,4,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,0,1
983,49,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
984,26,7,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,0,1
985,43,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
986,56,4,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
987,29,3,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,0,1
988,31,5,999,1,-0.1,93.2,-42.0,4.12,5195.8,no,1,0,0,0,1,0
989,50,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
990,37,6,999,0,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0,1,0,0,1,0
991,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
992,30,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
993,25,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
994,35,1,3,1,-0.1,93.2,-42.0,4.12,5195.8,no,0,0,1,0,0,1
995,37,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,1,0,0,0,1,0
996,30,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
997,33,2,999,0,1.1,93.994,-36.4,4.855,5191.0,yes,0,1,0,0,1,0
998,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
999,46,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1000,51,2,999,1,-2.9,92.963,-40.8,1.26,5076.2,yes,1,0,0,0,1,0
1001,33,2,999,0,1.4,93.444,-36.1,4.966,5228.1,yes,0,1,0,0,0,1
1002,26,3,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
1003,40,6,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,1,0,0
1004,25,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,0,1,0,0,0,1
1005,38,1,999,0,1.1,93.994,-36.4,4.855,5191.0,yes,0,1,0,0,1,0
1006,54,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes,0,1,0,0,0,1
1007,50,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
1008,36,6,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,0,1,0,0,1,0
1009,43,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,0,1
1010,57,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,1,0,0
1011,38,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,1,0,0,0,1,0
1012,27,2,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,0,1
1013,35,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
1014,28,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
1015,57,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
1016,40,5,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1017,43,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1018,34,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,no,1,0,0,1,0,0
1019,67,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,no,0,1,0,0,1,0
1020,48,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,1,0,0
1021,35,4,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1,0,0,0,0,1
1022,27,1,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,0,1,0,0,1
1023,25,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1024,42,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
1025,47,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1026,49,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,1,0
1027,36,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0,1,0,0,0,1
1028,35,3,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
1029,29,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
1030,45,3,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
1031,53,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
1032,41,3,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1033,50,17,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1034,31,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
1035,46,3,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,1,0
1036,36,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
1037,43,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,0,1
1038,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1039,31,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,1,0,0,0,1,0
1040,21,2,999,0,-1.8,93.075,-47.1,1.435,5099.1,no,0,1,0,0,0,1
1041,56,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,1,0
1042,54,3,999,0,1.4,94.465,-41.8,4.962,5228.1,no,0,1,0,0,1,0
1043,44,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
1044,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
1045,50,2,999,1,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes,1,0,0,0,1,0
1046,48,1,0,3,-1.7,94.027,-38.3,0.9,4991.6,yes,0,0,1,0,1,0
1047,26,2,999,0,-2.9,92.963,-40.8,1.244,5076.2,no,0,1,0,0,0,1
1048,37,2,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,0,1
1050,50,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1051,47,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1052,41,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,0,1
1053,32,17,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,0,1
1054,38,2,999,0,-2.9,92.963,-40.8,1.224,5076.2,no,0,1,0,0,1,0
1055,48,1,999,1,-1.7,94.215,-40.3,0.8759999999999999,4991.6,no,1,0,0,0,1,0
1056,46,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1057,48,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1058,38,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1059,38,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1060,55,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1061,27,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1062,28,3,999,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,no,1,0,0,0,1,0
1063,29,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,0,1
1064,47,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,1,0,0
1065,34,3,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
1066,51,2,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,1,0,0,1,0,0
1067,40,1,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,1,0,0
1068,38,1,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
1069,42,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,1,0
1070,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1071,36,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1072,33,1,999,0,1.4,94.465,-41.8,4.962,5228.1,no,0,1,0,0,0,1
1073,47,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
1074,33,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,yes,0,1,0,0,1,0
1075,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1076,54,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
1077,47,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1078,32,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,0,1
1079,32,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,0,1,0,0,1,0
1080,38,1,999,2,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,1,0
1081,38,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
1082,38,10,999,0,1.4,93.444,-36.1,4.962,5228.1,no,0,1,0,0,1,0
1083,53,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1084,26,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1085,27,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1086,38,1,999,0,-2.9,92.963,-40.8,1.099,5076.2,no,0,1,0,0,0,1
1087,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,yes,0,1,0,0,1,0
1088,39,1,3,1,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes,0,0,1,1,0,0
1089,48,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,1,0,0
1090,32,6,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
1091,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1092,51,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
1093,35,5,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,0,1
1094,60,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
1095,28,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1096,52,1,10,4,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,1,0,0,0,1,0
1097,35,2,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
1098,27,1,3,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,0,1,0,0,1
1099,34,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
1100,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
1101,28,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
1102,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1103,49,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,1,0,0
1104,55,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1105,50,1,999,1,-3.0,92.713,-33.0,0.7170000000000001,5023.5,yes,1,0,0,0,1,0
1106,37,4,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,0,1
1107,35,3,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,1,0,0
1108,58,1,999,1,-3.0,92.713,-33.0,0.72,5023.5,yes,1,0,0,0,1,0
1109,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1110,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1111,35,4,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,0,1,0,0,0,1
1112,26,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1113,47,4,999,1,-1.8,93.075,-47.1,1.423,5099.1,no,1,0,0,0,1,0
1114,29,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,0,1,0,0,0,1
1115,37,1,2,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,0,1,0,0,1
1116,32,11,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1117,46,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
1118,36,5,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
1119,35,4,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes,0,1,0,0,1,0
1120,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1121,29,2,999,0,1.4,93.444,-36.1,4.965,5228.1,yes,0,1,0,0,0,1
1122,46,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
1123,85,2,999,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no,0,1,0,1,0,0
1124,29,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1125,31,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1126,34,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
1127,29,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,0,1
1128,46,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
1129,29,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,0,1,0,1,0,0
1130,54,3,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
1131,26,5,999,0,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,no,0,1,0,0,0,1
1132,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
1133,57,5,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,1,0,0,0,1,0
1134,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
1135,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1136,32,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,0,1
1137,59,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1138,29,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,1,0
1139,37,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
1140,40,5,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1141,55,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
1142,33,3,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,0,1
1143,36,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,0,1
1144,59,4,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,0,1,0
1145,34,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1146,30,2,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1,0,0,0,1,0
1147,29,7,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
1148,34,2,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,1,0,0,0,0,1
1149,47,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,0,1
1150,41,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no,0,1,0,0,1,0
1151,30,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,no,0,1,0,0,0,1
1152,33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
1153,33,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
1154,33,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,1,0,0,0,1,0
1155,59,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
1156,29,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1157,36,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1158,41,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,0,1
1159,55,1,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
1160,39,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1161,48,6,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
1162,56,5,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,1,0
1163,63,1,999,0,-2.9,92.20100000000001,-31.4,0.838,5076.2,no,0,1,0,0,1,0
1164,50,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
1165,42,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1166,43,1,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
1167,32,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1168,28,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,no,0,1,0,0,0,1
1169,26,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
1170,24,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,0,1
1171,38,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,1,0,0
1172,30,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1173,29,9,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,1,0,0,0,0,1
1174,56,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1175,36,3,999,0,1.4,94.465,-41.8,4.955,5228.1,yes,0,1,0,0,0,1
1176,33,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1177,47,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1178,50,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1179,41,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1180,54,2,999,1,-1.8,93.075,-47.1,1.41,5099.1,no,1,0,0,1,0,0
1181,32,3,999,0,-1.8,93.075,-47.1,1.479,5099.1,no,0,1,0,0,1,0
1182,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1183,34,2,6,1,-0.1,93.2,-42.0,4.12,5195.8,no,0,0,1,0,0,1
1184,34,3,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
1185,55,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1186,31,2,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
1187,43,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1188,59,9,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,0,1,0
1189,53,2,999,2,-1.8,93.749,-34.6,0.64,5008.7,yes,1,0,0,0,1,0
1190,56,1,999,2,-3.4,92.37899999999999,-29.8,0.762,5017.5,no,1,0,0,0,1,0
1191,32,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1192,36,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
1193,42,5,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1194,29,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1195,33,6,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1196,56,2,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
1197,31,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1198,34,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
1199,33,7,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
1200,23,6,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1201,26,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,0,1
1202,55,6,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1203,47,6,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,1,0,0
1204,36,5,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
1205,33,2,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
1206,60,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1207,49,2,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
1208,35,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
1209,47,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,1,0,0
1210,30,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1211,27,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,0,1
1212,36,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
1213,46,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,1,0,0
1214,30,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,1,0,0,1,0,0
1215,88,2,999,0,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0,1,0,1,0,0
1216,45,12,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1217,30,6,999,0,-1.8,93.075,-47.1,1.483,5099.1,no,0,1,0,0,1,0
1218,43,2,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,0,1
1219,48,17,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1220,56,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1221,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1222,30,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1223,56,5,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,1,0,0
1224,35,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
1225,39,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
1226,49,1,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,0,1,0,0,1,0
1227,30,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,1,0,0,0,1,0
1228,39,9,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1229,32,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
