,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,education_new
1064,47,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
1065,34,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
1066,51,2,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,3
1067,40,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,6
1068,38,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,3
1069,42,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,0
1070,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,6
1071,36,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1072,33,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,3
1073,47,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,6
1074,33,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,1,0,1,0,6
1075,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
1076,54,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,3
1077,47,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,2
1078,32,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,6
1079,32,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,2
1080,38,1,999,2,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,2
1081,38,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,3
1083,53,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,3
1084,26,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1085,27,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,2
1086,38,1,999,0,-2.9,92.963,-40.8,1.099,5076.2,0,0,1,0,6
1087,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0,3
1088,39,1,3,1,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,1,0,0,1,3
1089,48,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,3
1090,32,6,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
1091,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1092,51,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,2
1093,35,5,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,6
1094,60,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
1095,28,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,6
1096,52,1,10,4,-2.9,92.20100000000001,-31.4,0.883,5076.2,1,1,0,0,3
1097,35,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,2
1098,27,1,3,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,1,6
1099,34,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,3
1100,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
1101,28,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,2
1102,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1103,49,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,1
1104,55,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,2
1105,50,1,999,1,-3.0,92.713,-33.0,0.7170000000000001,5023.5,1,1,0,0,3
1106,37,4,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,6
1107,35,3,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,2
1108,58,1,999,1,-3.0,92.713,-33.0,0.72,5023.5,1,1,0,0,2
1109,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1110,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1111,35,4,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,5
1112,26,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,3
1113,47,4,999,1,-1.8,93.075,-47.1,1.423,5099.1,0,1,0,0,5
1114,29,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,2
1115,37,1,2,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,1,2
1116,32,11,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,3
1117,46,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,3
1118,36,5,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,3
1119,35,4,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,1,0,6
1120,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,6
1121,29,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,0,6
1122,46,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
1123,85,2,999,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,0,0,1,0,0
1124,29,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,2
1125,31,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,6
1126,34,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
1127,29,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,5
1128,46,7,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,6
1129,29,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,1,0,3
1130,54,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
1131,26,5,999,0,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,0,0,1,0,6
1132,27,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,5
1133,57,5,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,0
1134,32,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1135,35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
1136,32,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,3
1137,59,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,2
1138,29,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,2
1139,37,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,3
1140,40,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,3
1141,55,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,5
1142,33,3,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,6
1143,36,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,3
1144,59,4,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,3
1145,34,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,2
1146,30,2,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,5
1147,29,7,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,3
1148,34,2,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,2
1149,47,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
1150,41,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,0,1,0,0
1151,30,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,6
1152,33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,3
1154,33,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,3
1155,59,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
1156,29,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1157,36,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
1159,55,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,2
1160,39,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,5
1161,48,6,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
1162,56,5,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,6
1164,50,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,2
1165,42,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1166,43,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,6
1167,32,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,6
1168,28,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,0,1,0,2
1169,26,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,5
1170,24,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,3
1172,30,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,3
1173,29,9,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,0
1174,56,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,6
1175,36,3,999,0,1.4,94.465,-41.8,4.955,5228.1,1,0,1,0,2
1176,33,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,3
1178,50,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1179,41,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,2
1181,32,3,999,0,-1.8,93.075,-47.1,1.479,5099.1,0,0,1,0,2
1182,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1183,34,2,6,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,3
1184,34,3,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,2
1186,31,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,6
1187,43,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,5
1188,59,9,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,0
1189,53,2,999,2,-1.8,93.749,-34.6,0.64,5008.7,1,1,0,0,6
1190,56,1,999,2,-3.4,92.37899999999999,-29.8,0.762,5017.5,0,1,0,0,5
1191,32,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,2
1192,36,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,2
1193,42,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1194,29,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1195,33,6,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,3
1197,31,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1198,34,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,3
1199,33,7,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0
1200,23,6,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,0
1201,26,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,3
1202,55,6,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1203,47,6,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0
1204,36,5,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,5
1205,33,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
1206,60,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
1207,49,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,6
1208,35,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,3
1209,47,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,3
1210,30,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1211,27,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,2
1212,36,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,3
1213,46,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,3
1214,30,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,1
1215,88,2,999,0,-1.8,92.84299999999999,-50.0,1.663,5099.1,0,0,1,0,0
1216,45,12,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1217,30,6,999,0,-1.8,93.075,-47.1,1.483,5099.1,0,0,1,0,6
1218,43,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,2
1219,48,17,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1220,56,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1221,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1222,30,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,6
1223,56,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
1224,35,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,3
1225,39,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,3
1226,49,1,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,1,0,3
1227,30,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,0,0,6
1228,39,9,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,6
1229,32,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,6
1230,59,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,3
1231,38,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,3
1232,49,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,5
1233,28,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,3
1234,39,4,3,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,0,1,3
1235,37,1,999,0,-3.4,92.431,-26.9,0.73,5017.5,0,0,1,0,1
1236,51,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,2
1237,31,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0
1238,59,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
1239,46,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1240,36,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,2
1241,28,5,999,0,1.4,94.465,-41.8,4.958,5228.1,1,0,1,0,6
1242,31,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,6
1243,26,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
1244,36,8,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,2
1245,50,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,6
1246,41,1,999,0,-1.8,93.075,-47.1,1.466,5099.1,0,0,1,0,2
1247,50,7,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,5
1248,32,3,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,3
1249,56,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,6
1250,42,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,3
1251,38,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,5
1252,36,5,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,6
1253,45,8,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
1254,52,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1255,55,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,6
1256,38,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,6
1257,71,1,6,1,-3.4,92.431,-26.9,0.728,5017.5,0,0,0,1,0
1258,22,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
1259,30,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,0,1,0,6
1260,78,2,3,2,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,1,0,0,3
1261,30,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,6
1262,51,2,999,0,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0,0,1,0,1
1263,35,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1265,34,14,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,3
1266,49,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,6
1267,50,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1268,51,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,6
1269,57,1,999,1,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,0,1,0,0,6
1270,33,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,6
1271,35,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,6
1272,37,2,7,3,-1.7,94.215,-40.3,0.782,4991.6,1,0,0,1,3
1273,39,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,6
1274,39,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
1275,20,2,999,0,-3.4,92.649,-30.1,0.715,5017.5,0,0,1,0,3
1276,55,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,5
1277,27,1,999,0,-0.1,93.2,-42.0,4.245,5195.8,0,0,1,0,5
1278,33,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,3
1279,24,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,2
1280,39,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1281,55,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,2
1282,35,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,2
1283,55,4,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1,0,0,0
1284,42,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
1285,50,4,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,6
1286,39,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,6
1287,40,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,3
1288,51,3,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,3
1289,59,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1290,54,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,3
1291,42,5,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,6
1292,33,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,5
1293,26,6,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
1294,27,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,0,1,0,6
1295,30,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,3
1296,42,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,3
1297,53,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,6
1298,36,1,6,4,-1.1,94.199,-37.5,0.8759999999999999,4963.6,1,1,0,0,6
1299,29,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,6
1300,45,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,5
1301,35,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,2
1302,33,1,999,0,-1.8,92.84299999999999,-50.0,1.51,5099.1,0,0,1,0,3
1303,38,11,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,6
1304,29,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
1305,32,1,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,3
1306,34,3,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,5
1307,36,1,999,0,-0.2,92.756,-45.9,3.3289999999999997,5176.3,0,0,1,0,3
1308,51,17,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,6
1309,34,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
1310,50,2,999,0,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,0,0,1,0,6
1311,54,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
1312,53,4,999,0,1.4,93.444,-36.1,4.962,5228.1,0,0,1,0,6
1313,52,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,3
1314,71,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,1,0,1,0,3
1315,52,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,6
1316,53,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,5
1317,36,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,6
1318,43,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,3
1319,31,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,5
1320,58,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0,6
1321,46,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,6
1322,38,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
1323,34,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,6
1324,37,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,3
1325,40,4,999,0,-2.9,92.963,-40.8,1.244,5076.2,0,0,1,0,6
1326,42,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,3
1327,40,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,3
1328,27,13,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,3
1330,45,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,3
1331,46,2,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,6
1332,47,3,999,2,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0,1,0,0,6
1333,56,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
1334,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1336,58,5,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,3
1337,30,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,6
1338,39,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
1339,41,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,3
1340,32,4,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,6
1341,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,3
1342,29,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
1343,43,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,3
1344,41,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
1345,30,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,6
1346,28,4,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,3
1347,35,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,3
1348,44,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,0,0,1,0,1
1349,25,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,3
1350,47,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,2
1351,32,1,999,0,-0.1,93.2,-42.0,4.343,5195.8,1,0,1,0,5
1352,26,1,999,1,-1.7,94.215,-40.3,0.893,4991.6,0,1,0,0,3
1353,35,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,6
1354,34,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,2
1355,57,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,6
1356,38,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,1
1357,33,2,6,2,-3.4,92.431,-26.9,0.731,5017.5,0,1,0,0,3
1358,32,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,3
1359,47,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
1360,34,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
1361,36,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,3
1362,28,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,5
1363,72,1,999,0,-2.9,92.20100000000001,-31.4,0.884,5076.2,0,0,1,0,6
1364,27,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,2
1365,43,2,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,3
1366,39,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,6
1367,27,4,999,0,-1.8,93.369,-34.8,0.635,5008.7,1,0,1,0,6
1368,35,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,6
1369,34,1,999,0,-2.9,92.20100000000001,-31.4,0.861,5076.2,0,0,1,0,5
1370,36,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,3
1371,39,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,0,1,0,3
1372,35,4,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,3
1373,56,3,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,0
1374,31,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,6
1375,31,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,3
1376,45,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,6
1378,42,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,2
1379,39,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,6
1380,45,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
1381,50,15,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,3
