,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,default
902,38,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
903,57,5,12,1,success,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
904,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
905,77,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,no
907,46,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
908,21,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes,no
909,43,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,no,no
911,31,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,no,no
912,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
913,44,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
914,32,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
916,48,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6,no,no
917,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
918,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
919,52,5,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
920,34,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
921,37,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
922,25,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
923,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
924,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
925,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
926,34,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
927,42,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
932,35,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
933,31,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
934,31,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,no
935,31,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
936,64,4,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes,no
937,33,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
939,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
940,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
941,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
943,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,no
944,59,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
945,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
946,40,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
947,38,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes,no
948,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
949,41,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,no
950,33,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
951,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,no
952,29,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
954,24,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,no
955,34,11,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
956,27,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
957,32,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
958,49,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
959,36,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
961,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
963,31,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
964,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
965,30,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,yes,no
966,32,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,no
967,54,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,no
968,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes,no
969,28,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
970,54,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes,no
972,57,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no,no
973,49,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,no
976,53,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
977,26,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,no
978,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
979,32,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
981,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
982,29,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
984,26,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
986,56,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
987,29,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
988,31,5,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,no
990,37,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,no
994,35,1,3,1,success,-0.1,93.2,-42.0,4.12,5195.8,no,no
996,30,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
998,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
999,46,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1000,51,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes,no
1001,33,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,no
1002,26,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1004,25,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,no
1006,54,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes,no
1007,50,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1008,36,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,no
1009,43,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1011,38,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1012,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1013,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1014,28,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1017,43,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1018,34,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1019,67,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,no
1020,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
1021,35,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1022,27,1,1,1,success,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1023,25,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1024,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1025,47,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1026,49,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
1027,36,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,no
1028,35,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1029,29,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
1031,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1032,41,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1034,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1035,46,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1037,43,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
1039,31,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
1040,21,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,no
1042,54,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,no
1044,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1045,50,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes,no
1046,48,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes,no
1047,26,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no,no
1048,37,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1049,37,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,no
1051,47,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1052,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1053,32,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1054,38,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no,no
1055,48,1,999,1,failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6,no,no
1059,38,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1061,27,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1062,28,3,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no,no
1063,29,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1064,47,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1067,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,no
1068,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1069,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1070,30,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1072,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,no
1073,47,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
1074,33,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,no
1075,30,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1076,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1077,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1078,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1079,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
1080,38,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
1081,38,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1082,38,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
1083,53,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1084,26,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1085,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1086,38,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no,no
1088,39,1,3,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes,no
1089,48,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1090,32,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1091,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1093,35,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1095,28,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1096,52,1,10,4,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,no
1097,35,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
1098,27,1,3,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1099,34,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1100,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1102,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1104,55,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1105,50,1,999,1,failure,-3.0,92.713,-33.0,0.7170000000000001,5023.5,yes,no
1106,37,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1107,35,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
1108,58,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,yes,no
1109,32,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1111,35,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
1113,47,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no,no
1114,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
1115,37,1,2,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1116,32,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1117,46,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1118,36,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1119,35,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,no
1120,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1121,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,no
1124,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1125,31,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1126,34,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
1127,29,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
1128,46,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1129,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,no
1130,54,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1131,26,5,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,no,no
1132,27,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1134,32,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1135,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1136,32,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1137,59,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1138,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
1139,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1141,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
1143,36,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
1144,59,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
1145,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1146,30,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1147,29,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
1148,34,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1150,41,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,no
1151,30,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,no
1153,33,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1154,33,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
1155,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
1156,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1157,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1160,39,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1161,48,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1162,56,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
1163,63,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no,no
1167,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1168,28,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,no
1169,26,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1171,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1173,29,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
1174,56,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1175,36,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes,no
1177,47,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1179,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1180,54,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,no
1181,32,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,no
1182,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1183,34,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no,no
1184,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1185,55,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1186,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
1187,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1189,53,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,yes,no
1190,56,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.762,5017.5,no,no
1193,42,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1194,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1196,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1197,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1198,34,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1199,33,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1200,23,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
1202,55,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1203,47,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1207,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
1209,47,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
1210,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1211,27,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
1212,36,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1213,46,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
1214,30,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
1215,88,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,no
1217,30,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,no
1218,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
1222,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1224,35,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1226,49,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,no
1227,30,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
1228,39,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1229,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1231,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
1232,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
1233,28,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
1234,39,4,3,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
1235,37,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no,no
1236,51,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1238,59,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
1239,46,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
1241,28,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,no
1242,31,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
1243,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1245,50,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1246,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,no
1247,50,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
1248,32,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
1249,56,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1250,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
1252,36,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
1253,45,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
1255,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1256,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1257,71,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no,no
1258,22,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
1259,30,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,no
1260,78,2,3,2,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,no
1261,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1262,51,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1,no,no
1263,35,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1264,26,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,no
1265,34,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
1266,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
1267,50,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1268,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1269,57,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no,no
1270,33,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
1271,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1272,37,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes,no
1273,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
1274,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1275,20,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no,no
1277,27,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,no,no
1278,33,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
1280,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1281,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1282,35,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
1284,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
1285,50,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
1286,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
1287,40,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
1290,54,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1292,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,no
1293,26,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
1294,27,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,no
1295,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1297,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
1298,36,1,6,4,failure,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes,no
1299,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1300,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
1301,35,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
1303,38,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
1304,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
1305,32,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
1306,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
